# routing-pretooluse.tsv — SE-253 Slice 4
# Registro canónico de hooks PreToolUse para dispatch-pretooluse.sh
# Columnas: matcher<TAB>hook_script<TAB>mode<TAB>bloqueante<TAB>descripcion
# matcher : regex bash [[ "$TOOL" =~ $matcher ]]
# mode    : spawn (subprocess) | source (mismo proceso — solo funciones puras)
# bloqueante: yes (exit 2 aborta cadena) | no (warning, continua)
#
# ORDEN IMPORTA: los hooks se ejecutan en el orden de este fichero.
# Los hooks bloqueantes deben ir antes de los no-bloqueantes cuando protejan el mismo tool.
#
# Generado desde .claude/settings.json PreToolUse — 26 entradas expandidas
# -------------------------------------------------------------------
Agent	.opencode/hooks/delegation-guard.sh	spawn	yes	Controla scope de delegacion a subagentes
Task	.opencode/hooks/protected-job-guard.sh	spawn	yes	Protege jobs marcados como inmutables de ser reemplazados
.*	.opencode/hooks/output-effort-router.sh	spawn	no	Effort router SE-224: clasifica esfuerzo del output (async)
Edit|Write	.opencode/hooks/block-pat-file-write.sh	spawn	yes	Savia Shield: bloquea escritura a paths de credenciales
Edit|Write	.opencode/hooks/auto-grill-me.sh	spawn	no	SE-091: grill-me — caza debilidades antes de editar
Edit|Write	.opencode/hooks/auto-zoom-out.sh	spawn	no	SE-091: zoom-out — verifica efectos de segundo orden
Edit|Write|Read	.opencode/hooks/project-isolation-gate.sh	spawn	no	Aislamiento de proyectos: evita contaminacion cross-project
Edit|Write	.opencode/hooks/contract-test-guard.sh	spawn	no	Verifica contract tests sellados SPEC-188-P3
Write|Edit	.opencode/hooks/block-pat-file-write.sh	spawn	yes	Savia Shield: bloquea escritura a paths de credenciales (Write order)
.*	.opencode/hooks/savia-budget-guard.sh	spawn	no	Monitoriza y alerta sobre presupuesto de contexto Savia
